,adware,adware,adware,adware
,Accuracy,Precision,Recall,F1
SVM,0.06166666666666667,0.06692592592592593,0.06166666666666667,0.04981438652671529
RF,0.4575,0.431575,0.4575,0.4441595197255574
XgBoost,0.071,0.17482,0.071,0.08948360505532073
Lr,0.016166666666666666,0.012579444444444443,0.016166666666666666,0.010952421267958994
Dt,0.0715,0.17540707407407408,0.0715,0.08988450795146827
CNN,0.18883333333333333,0.11048848148148147,0.18883333333333333,0.13940786952661338
Total,0.07616666666666666,0.233561,0.07616666666666666,0.11092690204921506
,adware,adware,adware,adware
,Accuracy,Precision,Recall,F1
SVM,0.062380952380952384,0.0656734693877551,0.062380952380952384,0.04974147992530346
RF,0.46404761904761904,0.44180279667422523,0.46404761904761904,0.45265207660556495
XgBoost,0.07428571428571429,0.18224640967498112,0.07428571428571429,0.09328938660576412
Lr,0.016428571428571428,0.014405366591080878,0.016428571428571428,0.011721086751115975
Dt,0.07523809523809524,0.18310325018896445,0.07523809523809524,0.09396764856915149
CNN,0.19071428571428573,0.11206734693877551,0.19071428571428573,0.14117662181849344
Total,0.07738095238095238,0.2387244897959184,0.07738095238095238,0.11309683985845904
,adware,adware,adware,adware
,Accuracy,Precision,Recall,F1
SVM,1.0,1.0,1.0,1.0
RF,0.9966666666666667,0.9967111111111111,0.9966666666666667,0.9966741568574928
XgBoost,0.9792857142857143,0.9810020408163265,0.9792857142857143,0.9795922614526748
Lr,0.9961904761904762,0.9962485260770975,0.9961904761904762,0.9962002748462753
Dt,0.9788095238095238,0.9806056689342404,0.9788095238095238,0.9791308391982934
CNN,1.0,1.0,1.0,1.0
Total,1.0,1.0,1.0,1.0
,adware,adware,adware,adware
,Accuracy,Precision,Recall,F1
SVM,1.0,1.0,1.0,1.0
RF,0.9972222222222222,0.9972530864197532,0.9972222222222222,0.9972274141157544
XgBoost,0.975,0.9775,0.975,0.9754529767040553
Lr,0.9955555555555555,0.9956345679012346,0.9955555555555555,0.995568920889148
Dt,0.9766666666666667,0.9788444444444445,0.9766666666666667,0.9770590605601547
CNN,1.0,1.0,1.0,1.0
Total,1.0,1.0,1.0,1.0
,sms,sms,sms,sms
,Accuracy,Precision,Recall,F1
SVM,0.08133333333333333,0.12559377777777778,0.08133333333333333,0.07816285931343968
RF,0.4575,0.431575,0.4575,0.4441595197255574
XgBoost,0.03,0.04454933333333333,0.03,0.02807548920782733
Lr,0.018333333333333333,0.018988444444444443,0.018333333333333333,0.0141528645188609
Dt,0.056666666666666664,0.12673066666666666,0.056666666666666664,0.06750515249380701
CNN,0.18883333333333333,0.11048848148148147,0.18883333333333333,0.13940786952661338
Total,0.0815,0.252569,0.0815,0.11922483541484956
,sms,sms,sms,sms
,Accuracy,Precision,Recall,F1
SVM,0.0830952380952381,0.12730997732426302,0.0830952380952381,0.07954949818452106
RF,0.46404761904761904,0.44180279667422523,0.46404761904761904,0.45265207660556495
XgBoost,0.03166666666666667,0.046609599395313686,0.03166666666666667,0.029496161268757634
Lr,0.018571428571428572,0.020759788359788364,0.018571428571428572,0.01488941113782828
Dt,0.06119047619047619,0.1368174603174603,0.06119047619047619,0.07278307206207453
CNN,0.19071428571428573,0.11206734693877551,0.19071428571428573,0.14117662181849344
Total,0.08476190476190476,0.26518578987150415,0.08476190476190476,0.12459875075576292
,sms,sms,sms,sms
,Accuracy,Precision,Recall,F1
SVM,0.9990476190476191,0.999051247165533,0.9990476190476191,0.9990482256567524
RF,0.9990476190476191,0.999051247165533,0.9990476190476191,0.9990482256567524
XgBoost,0.9902380952380953,0.9905888888888889,0.9902380952380953,0.9903004272599646
Lr,0.9935714285714285,0.9937367346938776,0.9935714285714285,0.9935995766394121
Dt,0.9971428571428571,0.9971489040060467,0.9971428571428571,0.9971446769702572
CNN,1.0,1.0,1.0,1.0
Total,0.9988095238095238,0.9988114134542706,0.9988095238095238,0.9988085827287283
,sms,sms,sms,sms
,Accuracy,Precision,Recall,F1
SVM,0.9983333333333333,0.9983444444444445,0.9983333333333333,0.9983351955030767
RF,0.9972222222222222,0.9972530864197532,0.9972222222222222,0.9972274141157544
XgBoost,0.9916666666666667,0.9919444444444444,0.9916666666666667,0.9917142678777663
Lr,0.9944444444444445,0.9945679012345678,0.9944444444444445,0.9944654053282107
Dt,0.9972222222222222,0.9972358024691358,0.9972222222222222,0.9972253258384609
CNN,1.0,1.0,1.0,1.0
Total,0.9994444444444445,0.9994448559670782,0.9994444444444445,0.9994442390638005
,banking,banking,banking,banking
,Accuracy,Precision,Recall,F1
SVM,0.0825,0.1291712962962963,0.0825,0.07985508881899453
RF,0.45866666666666667,0.4322337777777777,0.45866666666666667,0.4450427020125864
XgBoost,0.03933333333333333,0.07302222222222222,0.03933333333333333,0.04192251038844365
Lr,0.018,0.018,0.018,0.01366019047542851
Dt,0.04533333333333334,0.09072592592592593,0.04533333333333334,0.05053410047246858
CNN,0.18883333333333333,0.11048848148148147,0.18883333333333333,0.13940786952661338
Total,0.0715,0.21711566666666665,0.0715,0.10368492555969815
,banking,banking,banking,banking
,Accuracy,Precision,Recall,F1
SVM,0.08428571428571428,0.13095661375661374,0.08428571428571428,0.08127389788752516
RF,0.46523809523809523,0.44243356009070295,0.46523809523809523,0.4535379563228217
XgBoost,0.039523809523809524,0.07052275132275132,0.039523809523809524,0.041135293037647506
Lr,0.017380952380952382,0.01722501889644747,0.017380952380952382,0.013128678237692086
Dt,0.04595238095238095,0.0883941798941799,0.04595238095238095,0.049994113347818475
CNN,0.19071428571428573,0.11206734693877551,0.19071428571428573,0.14117662181849344
Total,0.07071428571428572,0.21519856386999245,0.07071428571428572,0.10274543751064939
,banking,banking,banking,banking
,Accuracy,Precision,Recall,F1
SVM,1.0,1.0,1.0,1.0
RF,1.0,1.0,1.0,1.0
XgBoost,0.9997619047619047,0.9997621315192743,0.9997619047619047,0.9997619425848064
Lr,0.9990476190476191,0.999051247165533,0.9990476190476191,0.9990482256567524
Dt,0.9909523809523809,0.9912798185941043,0.9909523809523809,0.9910086260542778
CNN,1.0,1.0,1.0,1.0
Total,1.0,1.0,1.0,1.0
,banking,banking,banking,banking
,Accuracy,Precision,Recall,F1
SVM,0.9994444444444445,0.9994456790123456,0.9994444444444445,0.9994446505871681
RF,1.0,1.0,1.0,1.0
XgBoost,1.0,1.0,1.0,1.0
Lr,0.9972222222222222,0.9972530864197532,0.9972222222222222,0.9972274141157544
Dt,0.9905555555555555,0.9909123456790123,0.9905555555555555,0.990616923889261
CNN,1.0,1.0,1.0,1.0
Total,1.0,1.0,1.0,1.0
,riskware,riskware,riskware,riskware
,Accuracy,Precision,Recall,F1
SVM,0.1025,0.1921935185185185,0.1025,0.10903872721678169
RF,0.461,0.43358399999999997,0.461,0.4468210065954221
XgBoost,0.05733333333333333,0.12990222222222222,0.05733333333333333,0.06885061125872234
Lr,0.043833333333333335,0.09723944444444445,0.043833333333333335,0.05215436775107672
Dt,0.059166666666666666,0.13481122222222222,0.059166666666666666,0.07126387155556789
CNN,0.189,0.11082074074074073,0.189,0.13960508426382462
Total,0.0895,0.28150766666666666,0.0895,0.1317137641679827
,riskware,riskware,riskware,riskware
,Accuracy,Precision,Recall,F1
SVM,0.10214285714285715,0.1870167044595616,0.10214285714285715,0.10727966063647895
RF,0.4680952380952381,0.4439936507936508,0.4680952380952382,0.45568142832983016
XgBoost,0.05476190476190476,0.11830748299319728,0.05476190476190476,0.0638682671020355
Lr,0.040952380952380955,0.08932365835222979,0.040952380952380955,0.04824164393279568
Dt,0.05714285714285714,0.12377384731670445,0.05714285714285714,0.06670998303759
CNN,0.19071428571428573,0.11206734693877551,0.19071428571428573,0.14117662181849344
Total,0.08642857142857142,0.2712212396069539,0.08642857142857142,0.12720188963073367
,riskware,riskware,riskware,riskware
,Accuracy,Precision,Recall,F1
SVM,1.0,1.0,1.0,1.0
RF,1.0,1.0,1.0,1.0
